token	lemma	POS	morph	treated
pas	pas	ADVneg	MORPH=empty	pas
ne	ne1	ADVneg	MORPH=empty	ne
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
amot	amonter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	amot
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
fet	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fet
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
anui	enui	NOMcom	NOMB.=s|GENRE=m|CAS=r	anui
!	!	PONfrt	MORPH=empty	!
Il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	Il
s'	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	s
atendoient	atendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	atendoient
tuit	tot	PROind	NOMB.=p|GENRE=m|CAS=n	tuit
a	a3	PRE	MORPH=empty	a
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lui
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	lor
desist	desirrer	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	desist
ou	o3	CONcoo	MORPH=empty	ou
un	un	PROind	NOMB.=s|GENRE=m|CAS=r	un
ou	o3	PROrel	GENRE=n	ou
el	el1	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	el
,	,	PONfbl	MORPH=empty	,
ou	o3	PROrel	NOMB.=s	ou
feïst	faire	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	feïst
dire	dire	VERinf	MORPH=empty	dire
a	a3	PRE	MORPH=empty	a
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
mortel	mortel	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	mortel
traïtor	träitor	NOMcom	NOMB.=s|GENRE=m|CAS=r	traïtor
qui	que2	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
fet	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fet
.	.	PONfrt	MORPH=empty	.
Que	que4	PROrel	NOMB.=s	Que
qu'	que4	PROrel	NOMB.=s|GENRE=n|CAS=n	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
en	en1	PRE	MORPH=empty	en
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
dehet	dehé	NOMcom	NOMB.=s|GENRE=m|CAS=r	dehet
mout	mout	ADVgen	DEGRE=-	mout
dolenz	dolent	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	dolenz
et	et	CONcoo	MORPH=empty	et
mout	mout	ADVgen	DEGRE=-	mout
desconfiz	desconfire	VERppe	NOMB.=s|GENRE=m|CAS=n	desconfiz
,	,	PONfbl	MORPH=empty	,
seant	sëoir	VERppa	NOMB.=s|GENRE=m|CAS=n	seant
soz	soz	PRE	MORPH=empty	soz
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
arc	arc	NOMcom	NOMB.=s|GENRE=m|CAS=r	arc
voutiz	voutiz	ADJqua	NOMB.=s|GENRE=m|CAS=n	voutiz
,	,	PONfbl	MORPH=empty	,
ez	ez	ADVgen	MORPH=empty	ez
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
segnor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r	segnor
de	de	PRE	MORPH=empty	de
Nivele	Nivelles	NOMpro	NOMB.=s|GENRE=f|CAS=r	Nivele
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
aporte	aporter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aporte
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
novele	novele	NOMcom	NOMB.=s|GENRE=f|CAS=r	novele
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	Sire
,	,	PONfbl	MORPH=empty	,
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
ne	ne1	ADVneg	MORPH=empty	ne
savez	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	savez
?	?	PONfrt	MORPH=empty	?
Puis	puis	ADVgen	DEGRE=-	Puis
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r	cele
heure	ore3	NOMcom	NOMB.=s|GENRE=f|CAS=r	heure
que	que2	PROrel	NOMB.=s|GENRE=f|CAS=r	que
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Dex
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
nez	naistre	VERppe	NOMB.=s|GENRE=m|CAS=n	nez
,	,	PONfbl	MORPH=empty	,
neïs	nëis	ADVgen	DEGRE=-	neïs
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
tens	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r	tens
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
Artur	Artu	NOMpro	NOMB.=s|GENRE=f|CAS=r	Artur
,	,	PONfbl	MORPH=empty	,
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
se	se	CONsub	MORPH=empty	se
c'	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	c
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
par	par	PRE	MORPH=empty	par
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	vostre
eür	ëur	NOMcom	NOMB.=s|GENRE=f|CAS=r	eür
,	,	PONfbl	MORPH=empty	,
n'	ne1	ADVneg	MORPH=empty	n
avint	avenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	avint
ausi	aussi	ADVgen	DEGRE=-	ausi
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
aventure	aventure	NOMcom	NOMB.=s|GENRE=f|CAS=r	aventure
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
cuit	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	cuit
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r	nule
creature	crïature	NOMcom	NOMB.=s|GENRE=f|CAS=r	creature
com	come1	CONsub	MORPH=empty	com
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
la	là	ADVgen	NOMB.=s|GENRE=f	la
fors	fors1	ADVgen	DEGRE=-	fors
avenu	avenir	VERppe	NOMB.=s|GENRE=m|CAS=r	avenu
.	.	PONfrt	MORPH=empty	.
-	-	PONfbl	MORPH=empty	-
De	de	PRE	MORPH=empty	De
qoi	que2	PROrel	NOMB.=s|GENRE=n|CAS=i	qoi
?	?	PONfrt	MORPH=empty	?
-	-	PONfbl	MORPH=empty	-
Quë	que4	CONcoo	MORPH=empty	Quë
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
venu	venir	VERppe	NOMB.=s|GENRE=m|CAS=r	venu
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
mervelle	merveille	NOMcom	NOMB.=s|GENRE=f|CAS=r	mervelle
tote	tot	ADVgen	NOMB.=s|GENRE=f|CAS=r	tote
droite	droit	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	droite
,	,	PONfbl	MORPH=empty	,
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
plus	plus	ADVgen	DEGRE=c	plus
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
et	et	CONcoo	MORPH=empty	et
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
plus	plus	ADVgen	DEGRE=c	plus
adroite	adroit	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	adroite
.	.	PONfrt	MORPH=empty	.
Ne	ne1	ADVneg	MORPH=empty	Ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
se	se	CONsub	MORPH=empty	se
c'	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	c
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
ou	o3	CONcoo	MORPH=empty	ou
fee	fee1	NOMcom	NOMB.=s|GENRE=f|CAS=n	fee
ou	o3	CONcoo	MORPH=empty	ou
fame	feme	NOMcom	NOMB.=s|GENRE=f|CAS=r	fame
,	,	PONfbl	MORPH=empty	,
mes	mais1	CONcoo	MORPH=empty	mes
ou	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	ou
marchié	marchié	NOMcom	NOMB.=s|GENRE=m|CAS=r	marchié
n'	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
remez	remanoir	VERppe	NOMB.=p|GENRE=m|CAS=r	remez
ame	ame	NOMcom	NOMB.=s|GENRE=f|CAS=r	ame
,	,	PONfbl	MORPH=empty	,
ainz	ainz	ADVgen	DEGRE=-	ainz
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
tuit	tot	PROind	NOMB.=p|GENRE=m|CAS=n	tuit
a	a3	PRE	MORPH=empty	a
procession	prossemon	NOMcom	NOMB.=s|GENRE=f|CAS=r	procession
amenee	amener	VERppe	NOMB.=s|GENRE=f|CAS=r	amenee
d'	de	PRE	MORPH=empty	d
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
meson	maison	NOMcom	NOMB.=s|GENRE=f|CAS=r	meson
dusqu'	dusque	PRE	NOMB.=s|DEGRE=-	dusqu
en	en1	PRE	MORPH=empty	en
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
palés	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r	palés
la	là	ADVgen	MORPH=empty	la
hors	hors	ADVgen	DEGRE=-	hors
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Quant	cant1	CONsub	MORPH=empty	Quant
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
empereres	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n	empereres
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
oï	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	oï
lors	lors	ADVgen	DEGRE=-	lors
,	,	PONfbl	MORPH=empty	,
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
si	si	ADVgen	DEGRE=-	si
liez	lié1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	liez
por	por2	PRE	MORPH=empty	por
mil	mil1	DETcar	NOMB.=p|GENRE=m|CAS=r	mil
mars	marc1	NOMcom	NOMB.=p|GENRE=m|CAS=r	mars
.	.	PONfrt	MORPH=empty	.
«	«	PONfbl	MORPH=empty	«
Ne	ne1	ADVneg	MORPH=empty	Ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
se	se	CONsub	MORPH=empty	se
c'	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	c
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
ou	o3	CONcoo	MORPH=empty	ou
voirs	voir	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	voirs
ou	o3	CONcoo	NOMB.=s	ou
gas	gap	NOMcom	NOMB.=s|GENRE=m|CAS=r	gas
,	,	PONfbl	MORPH=empty	,
mes	mais1	CONcoo	MORPH=empty	mes
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
feroit	faire	VERcjg	MODE=con|PERS.=3|NOMB.=s	feroit
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bon
savoir	savoir	VERinf	NOMB.=s|GENRE=m|CAS=r	savoir
s'	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
menti	mentir	VERppe	NOMB.=s|GENRE=m|CAS=r	menti
ou	o3	PROrel	CAS=i	ou
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
voir	voir	ADVgen	DEGRE=-	voir
,	,	PONfbl	MORPH=empty	,
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
seneschaus	seneschal	NOMcom	NOMB.=s|GENRE=m|CAS=n	seneschaus
.	.	PONfrt	MORPH=empty	.
Alons	aler	VERcjg	MODE=imp|PERS.=1|NOMB.=p	Alons
i	i2	PROadv	MORPH=empty	i
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Oez	öir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	Oez
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	dou
deable	dïable	NOMcom	NOMB.=s|GENRE=m|CAS=r	deable
anemi	enemi	NOMcom	NOMB.=s|GENRE=m|CAS=r	anemi
com	come1	CONsub	MORPH=empty	com
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
vet	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vet
chaçant	chacier	VERppa	MORPH=empty	chaçant
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=r	honte
!	!	PONfrt	MORPH=empty	!
Fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Fet
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
ou	o3	PROrel	MORPH=empty	ou
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
toz	tot	PROind	NOMB.=s|GENRE=m|CAS=n	toz
en	en2	PROadv	MORPH=empty	en
monte	monter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	monte
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Je
lo	löer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=n|CAS=r	lo
bien	bien1	ADVgen	TEMPS=pst|PERS.=1|NOMB.=s	bien
que	que4	CONsub	MORPH=empty	que
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n	nos
i	i2	PROadv	MORPH=empty	i
aillon	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p	aillon
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	Il
ne	ne1	ADVneg	MORPH=empty	ne
queroit	querre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	queroit
fors	fors1	PRE	DEGRE=-	fors
ochoison	ochaison	NOMcom	NOMB.=s|GENRE=f|CAS=r	ochoison
que	que4	PROrel	MORPH=empty	que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
parlemenz	parlement	NOMcom	NOMB.=s|GENRE=m|CAS=n	parlemenz
remainsist	remanoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	remainsist
.	.	PONfrt	MORPH=empty	.
De	de	PRE	MORPH=empty	De
la	là	ADVgen	DEGRE=-	la
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
leva	lever	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	leva
ou	où	PROrel	NOMB.=s|GENRE=n	ou
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
sist	sëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	sist
,	,	PONfbl	MORPH=empty	,
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
vet	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vet
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	grant
pas	pas	ADVneg	GENRE=m	pas
vers	vers2	PRE	MORPH=empty	vers
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
palés	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r	palés
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n	tuit
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
haut	haut	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	haut
baron	baron	NOMcom	NOMB.=p|GENRE=m|CAS=n	baron
aprés	après	ADVgen	DEGRE=-	aprés
.	.	PONfrt	MORPH=empty	.
Si	si	ADVgen	DEGRE=-	Si
dolente	dolent	ADJqua	MODE=imp|NOMB.=s|GENRE=f|CAS=n|DEGRE=p	dolente
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
esploree	esploitier	VERppe	NOMB.=s|GENRE=f|CAS=r	esploree
com	come1	CONsub	MORPH=empty	com
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
ert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	ert
,	,	PONfbl	MORPH=empty	,
la	le	DETdef	NOMB.=s|CAS=n	la
preuz	pro	NOMcom	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	preuz
,	,	PONfbl	MORPH=empty	,
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
senee	sené2	NOMcom	NOMB.=s|GENRE=f|CAS=n	senee
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
por	por2	PRE	MORPH=empty	por
soi	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	soi
que	que4	CONsub	MORPH=empty	que
por	por2	PRE	MORPH=empty	por
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bon
frere	frere	NOMcom	NOMB.=s|GENRE=m|CAS=r	frere
,	,	PONfbl	MORPH=empty	,
erroment	errement	ADVgen	MODE=ind|TEMPS=pst|NOMB.=s|GENRE=m	erroment
que	que2	CONsub	MORPH=empty	que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
emperere	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n	emperere
issi	issir	VERcjg	MODE=ind|TEMPS=psp|NOMB.=s	issi
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	dou
conseil	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=r	conseil
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
chambre	chambre1	NOMcom	NOMB.=s|GENRE=f|CAS=r	chambre
,	,	PONfbl	MORPH=empty	,
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=r	cele
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
n'	ne1	ADVneg	MORPH=empty	n
ert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	ert
torte	tort2	NOMcom	NOMB.=s|GENRE=f|CAS=n	torte
ne	ne2	CONcoo	MORPH=empty	ne
chambre	chambre1	NOMcom	NOMB.=s|GENRE=f|CAS=n	chambre
avisa	aviser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	avisa
bien	bien1	ADVgen	DEGRE=p	bien
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
qex	quel1	PROrel	NOMB.=s|GENRE=m|CAS=n	qex
c'	ce1	PROdem	NOMB.=s|CAS=n	c
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
.	.	PONfrt	MORPH=empty	.
Por	por2	PRE	MORPH=empty	Por
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
usage	usage	NOMcom	NOMB.=s|GENRE=m|CAS=r	usage
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
tex	tel	ADJind	NOMB.=s|GENRE=m|CAS=n	tex
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
,	,	PONfbl	MORPH=empty	,
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
prent	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	prent
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	dou
mantel	mantel	NOMcom	NOMB.=s|GENRE=m|CAS=r	mantel
l'	il	PROper	NOMB.=s|GENRE=m|CAS=r	l
atache	atachier2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m|CAS=r	atache
;	;	PONfbl	MORPH=empty	;
que	que4	CONsub	NOMB.=s|GENRE=m	que
qu'	que4	CONsub	NOMB.=s|GENRE=n	qu
el	en1+le	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	el
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
oste	oster2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	oste
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	dou
col	col	NOMcom	NOMB.=s|GENRE=m|CAS=r	col
et	et	CONcoo	MORPH=empty	et
sache	sachier2	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	sache
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
enconbra	encombrer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	enconbra
si	si	ADVgen	DEGRE=-	si
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
mantiaus	mantel	NOMcom	NOMB.=s|GENRE=m|CAS=n	mantiaus
qu'	que4	PROrel	GENRE=f	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
hurte	hurter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	hurte
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	as
premiers	premier	ADJord	NOMB.=p|GENRE=m|CAS=r	premiers
cretiaus	crestal	NOMcom	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	cretiaus
qu'	que2	PROrel	NOMB.=p|GENRE=f|CAS=r	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
fet	faire	VERppe	NOMB.=s|GENRE=f|CAS=r	fet
en	en1	PRE	MORPH=empty	en
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
touaille	töaille	NOMcom	NOMB.=s|GENRE=f|CAS=r	touaille
.	.	PONfrt	MORPH=empty	.
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Le
hordeïs	hordri	NOMcom	NOMB.=s|GENRE=m|CAS=n	hordeïs
et	et	CONcoo	MORPH=empty	et
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
ventaille	ventaille1	NOMcom	NOMB.=s|GENRE=f|CAS=r	ventaille
enporta	emporter2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	enporta
jus	jus1	ADVgen	DEGRE=-	jus
o	o4	PRE	MORPH=empty	o
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
heaume	heaume	NOMcom	NOMB.=s|GENRE=m|CAS=r	heaume
voiant	vëoir	VERppa	NOMB.=s|GENRE=m|CAS=r	voiant
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
barons	baron	NOMcom	NOMB.=p|GENRE=m|CAS=r	barons
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	dou
roiaume	roiaume	NOMcom	NOMB.=s|GENRE=m|CAS=r	roiaume
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
que	que4	CONsub	MORPH=empty	que
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
crigne	cringe	NOMcom	NOMB.=s|GENRE=f|CAS=r	crigne
blonde	blont	ADJqua	NOMB.=s|GENRE=f|CAS=r	blonde
et	et	CONcoo	MORPH=empty	et
sore	sore	PRE	MORPH=empty	sore
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	biau
samit	samit	NOMcom	NOMB.=s|GENRE=m|CAS=r	samit
inde	inde	ADJqua	NOMB.=s|GENRE=f|CAS=r	inde
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
dore	dorer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	dore
par	par	PRE	MORPH=empty	par
