token	lemma	POS	morph	treated
estable	estable2	ADJqua	NOMB.=s|GENRE=f|CAS=r	estable
Qant	cant1	CONsub	MORPH=empty	Qant
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
chevax	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=n	chevax
an	en2	PROadv	MORPH=empty	an
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
menez	mener	VERppe	NOMB.=s|GENRE=m|CAS=n	menez
.	.	PONfrt	MORPH=empty	.
Bien	bien1	ADVgen	DEGRE=p	Bien
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
c'	que4	CONsub	MORPH=empty	c
or	or4	ADVgen	DEGRE=-	or
serai	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	serai
demenez	demener	VERppe	NOMB.=s|GENRE=m|CAS=n	demenez
A	a3	PRE	MORPH=empty	A
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=r	honte
et	et	CONcoo	MORPH=empty	et
a	a3	PRE	MORPH=empty	a
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
laidure	laidure	NOMcom	NOMB.=s|GENRE=f|CAS=r	laidure
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
assez	assez	ADVgen	DEGRE=-	assez
ne	ne1	ADVneg	MORPH=empty	ne
suefre	sofrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	suefre
et	et	CONcoo	MORPH=empty	et
andure	endurer	VERcjg	MODE=ind|NOMB.=s	andure
.	.	PONfrt	MORPH=empty	.
Quel	quel1	DETrel	NOMB.=s|GENRE=m|CAS=r	Quel
sosfrir	sofrir	VERinf	GENRE=m	sosfrir
et	et	CONcoo	MORPH=empty	et
quel	quel1	DETrel	NOMB.=s|GENRE=m|CAS=r	quel
andurer	endurer	VERinf	MORPH=empty	andurer
?	?	PONfrt	MORPH=empty	?
Mes	mais1	CONcoo	MORPH=empty	Mes
tant	tant	ADVgen	DEGRE=-	tant
con	come1	CONsub	MORPH=empty	con
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
porrai	pöoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	porrai
durer	durer	VERinf	MORPH=empty	durer
Li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	Li
donrai	doner	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	donrai
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
assez	assez	ADVgen	DEGRE=-	assez
antante	entente	NOMcom	NOMB.=s|CAS=r	antante
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
Deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Deu
plest	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	plest
,	,	PONfbl	MORPH=empty	,
a	a3	PRE	MORPH=empty	a
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=r	cui
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	j
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
m'	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
atante	atente	NOMcom	NOMB.=s|GENRE=f|CAS=r	atante
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Ensi	ainsi	ADVgen	DEGRE=-	Ensi
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
va	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	va
reconfortant	reconforter	VERppa	MORPH=empty	reconfortant
Ne	ne2	CONcoo	MORPH=empty	Ne
ne	ne1	ADVneg	MORPH=empty	ne
demande	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	demande
mes	mais1	ADVgen	DEGRE=-	mes
fors	fors1	ADVgen	DEGRE=-	fors
tant	tant	ADVgen	DEGRE=-	tant
Qu'	que4	CONsub	MORPH=empty	Qu
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
an	en1	PRE	MORPH=empty	an
chanp	champ	NOMcom	NOMB.=s|GENRE=m|CAS=r	chanp
soient	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p	soient
mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=n	mis
ansanble	ensemble	ADVgen	DEGRE=-	ansanble
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
c'	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	c
iert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	iert
par	par	PRE	MORPH=empty	par
tans	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r	tans
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
con	come1	CONsub	MORPH=empty	con
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	moi
sanble	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	sanble
,	,	PONfbl	MORPH=empty	,
Car	car	CONcoo	MORPH=empty	Car
Lanceloz	Lancelot	NOMpro	NOMB.=s|GENRE=m|CAS=n	Lanceloz
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
va	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	va
requerre	requerre	VERinf	MORPH=empty	requerre
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
mout	mout	ADVgen	DEGRE=-	mout
tost	tost1	ADVgen	DEGRE=p	tost
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
cuide	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	cuide
conquerre	conquerre	VERinf	MORPH=empty	conquerre
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
,	,	PONfbl	MORPH=empty	,
ainz	ainz	ADVgen	DEGRE=-	ainz
que	que4	CONsub	MORPH=empty	que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
uns	un	PROind	NOMB.=s|GENRE=m|CAS=n	uns
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=n	autre
assaille	assalir	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s	assaille
,	,	PONfbl	MORPH=empty	,
Lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	Lor
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
que	que4	CONsub	NOMB.=s	que
chascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n	chascuns
aille	aler	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	aille
Aval	aval	ADVgen	DEGRE=-	Aval
soz	soz	PRE	MORPH=empty	soz
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
tor	tor2	NOMcom	NOMB.=s|GENRE=f|CAS=r	tor
an	en1	PRE	MORPH=empty	an
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
lande	lande1	NOMcom	NOMB.=s|GENRE=f|CAS=r	lande
,	,	PONfbl	MORPH=empty	,
N'	ne1	ADVneg	MORPH=empty	N
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
si	si	ADVgen	DEGRE=-	si
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
jusqu'	jusque	PRE	MORPH=empty	jusqu
an	en1	PRE	MORPH=empty	an
Irlande	Irlande	NOMpro	NOMB.=s|GENRE=f|CAS=r	Irlande
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
si	si	ADVgen	DEGRE=-	si
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	font
,	,	PONfbl	MORPH=empty	,
la	là	ADVgen	CAS=r	la
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
alé	aler	VERppe	NOMB.=p|GENRE=m|CAS=n	alé
,	,	PONfbl	MORPH=empty	,
Mout	mout	ADVgen	DEGRE=-	Mout
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	furent
tost	tost1	ADVgen	DEGRE=-	tost
jus	jus1	ADVgen	DEGRE=-	jus
avalé	avaler	VERppe	NOMB.=p|GENRE=m|CAS=n	avalé
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
i	i2	PROadv	MORPH=empty	i
va	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	va
et	et	CONcoo	MORPH=empty	et
tuit	tot	PROind	NOMB.=p|GENRE=m|CAS=n	tuit
et	et	CONcoo	MORPH=empty	et
totes	tot	PROind	NOMB.=p|GENRE=f|CAS=r	totes
,	,	PONfbl	MORPH=empty	,
A	a3	PRE	MORPH=empty	A
granz	grant	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	granz
tropiax	tropel	NOMcom	NOMB.=p|GENRE=m|CAS=r	tropiax
et	et	CONcoo	MORPH=empty	et
a	a3	PRE	MORPH=empty	a
granz	grant	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	granz
rotes	rote4	NOMcom	NOMB.=p|GENRE=f|CAS=r	rotes
.	.	PONfrt	MORPH=empty	.
La	là	ADVgen	DEGRE=-	La
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
an	en2	PROadv	MORPH=empty	an
vont	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	vont
tuit	tot	PROind	GENRE=m|CAS=n	tuit
,	,	PONfbl	MORPH=empty	,
nus	nu1	PROind	NOMB.=p|GENRE=m|CAS=n	nus
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
remaint	remanoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	remaint
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	as
fenestres	fenestre	NOMcom	NOMB.=p|GENRE=f|CAS=r	fenestres
revont	raler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	revont
maint	maint	DETind	NOMB.=p|GENRE=m|CAS=n	maint
Chevalier	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n	Chevalier
,	,	PONfbl	MORPH=empty	,
dames	dame	NOMcom	NOMB.=p|GENRE=f|CAS=n	dames
et	et	CONcoo	MORPH=empty	et
puceles	pucele	NOMcom	NOMB.=p|GENRE=f|CAS=r	puceles
,	,	PONfbl	MORPH=empty	,
Por	por2	PRE	MORPH=empty	Por
Lancelot	Lancelot	NOMpro	NOMB.=s|GENRE=m|CAS=r	Lancelot
,	,	PONfbl	MORPH=empty	,
gentes	gent2	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	gentes
et	et	CONcoo	MORPH=empty	et
beles	bel1	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	beles
.	.	PONfrt	MORPH=empty	.
En	en1	PRE	MORPH=empty	En
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
lande	lande1	NOMcom	NOMB.=s|GENRE=f|CAS=r	lande
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
sagremor	sagremor	NOMcom	NOMB.=s|GENRE=m|CAS=r	sagremor
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
bel	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bel
que	que4	CONsub	MORPH=empty	que
plus	plus	ADVgen	DEGRE=-	plus
estre	estre1	VERinf	MORPH=empty	estre
ne	ne1	ADVneg	MORPH=empty	ne
pot	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	pot
;	;	PONfbl	MORPH=empty	;
Mout	mout	ADVgen	DEGRE=-	Mout
tenoit	tenir1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	tenoit
place	place	NOMcom	NOMB.=s|GENRE=f|CAS=r	place
,	,	PONfbl	MORPH=empty	,
mout	mout	ADVgen	DEGRE=-	mout
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
lez	lé	ADVgen	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	lez
,	,	PONfbl	MORPH=empty	,
S'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	S
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
tot	tot	ADVgen	DEGRE=-	tot
antor	entor	ADVgen	DEGRE=-	antor
selonc	selonc	ADVgen	MORPH=empty	selonc
orlez	orler	VERppe	NOMB.=s|GENRE=m|CAS=n	orlez
De	de	PRE	MORPH=empty	De
menue	menu	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	menue
erbe	erbe	NOMcom	NOMB.=s|GENRE=f|CAS=r	erbe
fresche	frois1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	fresche
et	et	CONcoo	MORPH=empty	et
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	bele
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	Qui
an	en1	PRE	MORPH=empty	an
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	toz
tans	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r	tans
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
novele	novel	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	novele
.	.	PONfrt	MORPH=empty	.
Soz	soz	PRE	MORPH=empty	Soz
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
sagremor	sagremor	NOMcom	NOMB.=s|GENRE=m|CAS=r	sagremor
gent	gent2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	gent
et	et	CONcoo	MORPH=empty	et
bel	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bel
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
plantez	planter	VERppe	NOMB.=s|GENRE=m|CAS=n	plantez
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
tans	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r	tans
Abel	Abel1	NOMpro	NOMB.=s|GENRE=m|CAS=r	Abel
,	,	PONfbl	MORPH=empty	,
Sort	sordre	VERcjg	NOMB.=s|CAS=r	Sort
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
clere	cler	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	clere
fontenele	fontenele	NOMcom	NOMB.=s|GENRE=f|CAS=r	fontenele
Qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	Qui
de	de	PRE	MORPH=empty	de
corre	corir	VERinf	MORPH=empty	corre
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
assez	assez	ADVgen	DEGRE=-	assez
isnele	isnel	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	isnele
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
graviers	gravier	NOMcom	NOMB.=s|GENRE=m|CAS=n	graviers
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
et	et	CONcoo	MORPH=empty	et
biax	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biax
et	et	CONcoo	MORPH=empty	et
genz	gent2	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	genz
Et	et	CONcoo	MORPH=empty	Et
clers	cler	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	clers
con	come1	CONsub	MORPH=empty	con
se	se	CONsub	MORPH=empty	se
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
argenz	argent	NOMcom	NOMB.=s|GENRE=m|CAS=n	argenz
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
tuiax	tüel	NOMcom	TEMPS=psp|NOMB.=s|GENRE=m|CAS=n	tuiax
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
con	come1	CONsub	MORPH=empty	con
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
cuit	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	cuit
,	,	PONfbl	MORPH=empty	,
De	de	PRE	MORPH=empty	De
fin	fin2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fin
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r	or
esmeré	esmerer	VERppe	NOMB.=s|GENRE=m|CAS=r	esmeré
et	et	CONcoo	MORPH=empty	et
cuit	cuire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s|GENRE=m	cuit
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
cort	corir	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s|GENRE=f	cort
parmi	parmi	PRE	MORPH=empty	parmi
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
lande	lande1	NOMcom	NOMB.=s|GENRE=f|CAS=r	lande
aval	aval	ADVgen	DEGRE=-	aval
,	,	PONfbl	MORPH=empty	,
Antre	entre	PRE	MORPH=empty	Antre
.	.	PONfrt	MORPH=empty	.
ii	2	PROcar	MORPH=empty	ii
.	.	PONfrt	MORPH=empty	.
bois	bois	NOMcom	NOMB.=s|GENRE=m|CAS=r	bois
,	,	PONfbl	MORPH=empty	,
parmi	parmi	PRE	MORPH=empty	parmi
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
val	val1	NOMcom	NOMB.=s|GENRE=m|CAS=r	val
.	.	PONfrt	MORPH=empty	.
Iluec	iluec	ADVgen	DEGRE=-	Iluec
plest	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	plest
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
siee	sëoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	siee
,	,	PONfbl	MORPH=empty	,
Qu'	que4	CONsub	MORPH=empty	Qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	voit
rien	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rien
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
dessiee	dessëoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	dessiee
.	.	PONfrt	MORPH=empty	.
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	Les
genz	gent1	NOMcom	NOMB.=p|GENRE=f|CAS=r	genz
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
treire	traire	VERinf	MORPH=empty	treire
bien	bien1	ADVgen	DEGRE=p	bien
ansus	ensus	ADVgen	DEGRE=-	ansus
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
Lanceloz	Lancelot	NOMpro	NOMB.=s|GENRE=m|CAS=n	Lanceloz
mout	mout	ADVgen	DEGRE=-	mout
tost	tost1	ADVgen	DEGRE=p	tost
cort	corir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	cort
sus	sus	PRE	MORPH=empty	sus
Meliagant	Meleagant	NOMpro	NOMB.=s|GENRE=m|CAS=r	Meliagant
de	de	PRE	MORPH=empty	de
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
aïr	äir	NOMcom	NOMB.=s|GENRE=m|CAS=r	aïr
,	,	PONfbl	MORPH=empty	,
Con	come1	CONsub	MORPH=empty	Con
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	celui
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=i	cui
mout	mout	ADVgen	DEGRE=-	mout
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
haïr	häir	VERinf	MORPH=empty	haïr
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
avant	avant	ADVgen	DEGRE=p	avant
,	,	PONfbl	MORPH=empty	,
einz	ainz	ADVgen	DEGRE=-	einz
que	que4	CONsub	MORPH=empty	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
le	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	le
fiere	ferir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=f	fiere
,	,	PONfbl	MORPH=empty	,
Li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	Li
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
a	a3	PRE	MORPH=empty	a
haute	haut	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	haute
voiz	voiz	NOMcom	NOMB.=s|GENRE=f|CAS=r	voiz
et	et	CONcoo	MORPH=empty	et
fiere	fier	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	fiere
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Traiez	traire	VERcjg	MODE=imp|PERS.=2|NOMB.=p	Traiez
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
la	là	ADVgen	PERS.=3|NOMB.=s|GENRE=f	la
,	,	PONfbl	MORPH=empty	,
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
desfi	desfïer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s|CAS=r	desfi
!	!	PONfrt	MORPH=empty	!
Et	et	CONcoo	MORPH=empty	Et
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiez
bien	bien1	ADVgen	DEGRE=p	bien
trestot	trestot	ADVgen	NOMB.=s|GENRE=m|DEGRE=-	trestot
de	de	PRE	MORPH=empty	de
fi	fi2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fi
Que	que4	CONsub	MORPH=empty	Que
ne	ne1	ADVneg	MORPH=empty	ne
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
espargnerai	espargnier	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	espargnerai
point	point	ADVneg	MORPH=empty	point
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Lors	lors	ADVgen	DEGRE=-	Lors
broche	brochier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	broche
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
cheval	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=r	cheval
et	et	CONcoo	MORPH=empty	et
point	poindre	VERcjg	MORPH=empty	point
Et	et	CONcoo	MORPH=empty	Et
arriers	ariere	ADVgen	DEGRE=-	arriers
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
petit	petit	PROind	NOMB.=s|GENRE=m|CAS=r	petit
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
trait	traire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	trait
Tant	tant	ADVgen	DEGRE=-	Tant
de	de	PRE	MORPH=empty	de
place	place	NOMcom	NOMB.=s|GENRE=f|CAS=r	place
con	come1	CONsub	MORPH=empty	con
uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n	uns
ars	arc	NOMcom	NOMB.=s|GENRE=m|CAS=n	ars
trait	traire	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	trait
,	,	PONfbl	MORPH=empty	,
Puis	puis	ADVgen	DEGRE=-	Puis
lessent	laissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	lessent
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
uns	un	PROind	NOMB.=s|GENRE=m|CAS=n	uns
vers	vers2	PRE	MORPH=empty	vers
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r	autre
corre	corir	VERinf	MORPH=empty	corre
Quanque	cantque	PROrel	NOMB.=s|GENRE=m|CAS=r	Quanque
cheval	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=n	cheval
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	lor
porent	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	porent
corre	corir	VERinf	MORPH=empty	corre
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
s'	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	s
antrefierent	entreferir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	antrefierent
maintenant	maintenant	ADVgen	DEGRE=-	maintenant
Es	en1+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	Es
escuz	escu	NOMcom	NOMB.=p|GENRE=m|CAS=r	escuz
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
bien	bien1	ADVgen	DEGRE=p	bien
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
taingnant	tenant	ADJqua	NOMB.=p|GENRE=m	taingnant
,	,	PONfbl	MORPH=empty	,
Qu'	que4	CONsub	MORPH=empty	Qu
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
troez	tröer	VERppe	NOMB.=p|GENRE=m|CAS=r	troez
